80 1600 
1 41   626 
1 42   772 
2 42   138 
2 43   638 
3 43   212 
3 44   683 
4 44   745 
4 45   631 
5 45   251 
5 46   489 
6 46   579 
6 47   870 
7 47   258 
7 48   178 
8 48   505 
8 49   252 
9 49   153 
9 50   375 
10 50   211 
10 51    26 
11 51   607 
11 52   697 
12 52   733 
12 53   627 
13 53   496 
13 54   401 
14 54   231 
14 55   410 
15 55   283 
15 56   486 
16 56   243 
16 57   649 
17 57   931 
17 58   585 
18 58   461 
18 59   831 
19 59   691 
19 60   259 
20 60  1087 
20 61   715 
21 61   968 
21 62    33 
22 62   613 
22 63   518 
23 63   554 
23 64   569 
24 64   592 
24 65   946 
25 65   529 
25 66   417 
26 66   857 
26 67   439 
27 67   450 
27 68   157 
28 68   558 
28 69   644 
29 69   771 
29 70   875 
30 70   884 
30 71   146 
31 71   132 
31 72   548 
32 72    92 
32 73   618 
33 73   200 
33 74   908 
34 74   583 
34 75   408 
35 75   226 
35 76   734 
36 76   378 
36 77   491 
37 77   758 
37 78   795 
38 78   456 
38 79  1088 
39 79   466 
39 80   477 
40 80   611 
1 43   417 
1 44   952 
1 45   310 
1 46   260 
1 47   393 
1 48   213 
1 49   555 
1 50   519 
1 51   426 
1 52   279 
1 53   701 
1 54   574 
1 55   862 
1 56   345 
1 57   931 
1 58   639 
1 59   915 
1 60   528 
1 61   980 
1 62    39 
1 63   196 
1 64   589 
1 65   971 
1 66   177 
1 67   503 
1 68   821 
1 69   815 
1 70   283 
1 71   957 
1 72   609 
1 73   859 
1 74   626 
1 75   909 
1 76   175 
1 77   635 
1 78   624 
1 79   247 
1 80   539 
2 41   546 
2 44   404 
2 45   878 
2 46   843 
2 47   610 
2 48   747 
2 49   453 
2 50   853 
2 51  1016 
2 52   645 
2 53   439 
2 54   451 
2 55   317 
2 56   657 
2 57   515 
2 58   365 
2 59   578 
2 60  1067 
2 61   503 
2 62   871 
2 63   724 
2 64   501 
2 65   367 
2 66   751 
2 67   743 
2 68   742 
2 69   826 
2 70   898 
2 71   123 
2 72   577 
2 73    53 
2 74  1030 
2 75   642 
2 76   777 
2 77   837 
2 78   905 
2 79   809 
2 80   497 
3 41   446 
3 42   426 
3 45   365 
3 46   381 
3 47   158 
3 48   248 
3 49   310 
3 50   547 
3 51   597 
3 52    84 
3 53   464 
3 54   333 
3 55   576 
3 56   163 
3 57   700 
3 58   359 
3 59   711 
3 60   684 
3 61   737 
3 62   314 
3 63   162 
3 64   383 
3 65   689 
3 66   189 
3 67   464 
3 68   704 
3 69   738 
3 70   440 
3 71   622 
3 72   448 
3 73   514 
3 74   719 
3 75   730 
3 76   261 
3 77   617 
3 78   647 
3 79   274 
3 80   324 
4 41   386 
4 42   724 
4 43   626 
4 46    94 
4 47   578 
4 48   211 
4 49   405 
4 50   167 
4 51   165 
4 52   431 
4 53   496 
4 54   413 
4 55   686 
4 56   554 
4 57   684 
4 58   500 
4 59   647 
4 60   241 
4 61   740 
4 62   351 
4 63   393 
4 64   386 
4 65   778 
4 66   406 
4 67   186 
4 68   501 
4 69   477 
4 70    85 
4 71   854 
4 72   357 
4 73   801 
4 74   291 
4 75   621 
4 76   226 
4 77   288 
4 78   271 
4 79   543 
4 80   365 
5 41   601 
5 42   503 
5 43    61 
5 44   815 
5 47    21 
5 48   355 
5 49   460 
5 50   688 
5 51   706 
5 52   133 
5 53   611 
5 54   483 
5 55   703 
5 56    31 
5 57   844 
5 58   497 
5 59   859 
5 60   800 
5 61   877 
5 62   335 
5 63   191 
5 64   536 
5 65   815 
5 66   198 
5 67   612 
5 68   859 
5 69   893 
5 70   544 
5 71   710 
5 72   603 
5 73   587 
5 74   851 
5 75   881 
5 76   352 
5 77   766 
5 78   791 
5 79   186 
5 80   478 
6 41   276 
6 42   686 
6 43   925 
6 44   426 
6 45  1038 
6 48   621 
6 49   429 
6 50   353 
6 51   571 
6 52   760 
6 53   332 
6 54   411 
6 55   452 
6 56   875 
6 57   308 
6 58   452 
6 59   237 
6 60   544 
6 61   361 
6 62   810 
6 63   774 
6 64   345 
6 65   475 
6 66   799 
6 67   323 
6 68    15 
6 69    79 
6 70   587 
6 71   685 
6 72   267 
6 73   716 
6 74   427 
6 75   174 
6 76   656 
6 77   236 
6 78   301 
6 79   940 
6 80   398 
7 41   360 
7 42   438 
7 43   312 
7 44   633 
7 45   432 
7 46   300 
7 49   240 
7 50   446 
7 51   511 
7 52   142 
7 53   397 
7 54   262 
7 55   534 
7 56   256 
7 57   635 
7 58   310 
7 59   637 
7 60   592 
7 61   677 
7 62   303 
7 63   183 
7 64   302 
7 65   646 
7 66   213 
7 67   362 
7 68   611 
7 69   641 
7 70   359 
7 71   618 
7 72   358 
7 73   525 
7 74   620 
7 75   649 
7 76   202 
7 77   515 
7 78   545 
7 79   335 
7 80   243 
8 41   387 
8 42   105 
8 43   439 
8 44   432 
8 45   663 
8 46   608 
8 47   399 
8 50   654 
8 51   793 
8 52   408 
8 53   316 
8 54   259 
8 55   317 
8 56   440 
8 57   497 
8 58   195 
8 59   537 
8 60   854 
8 61   513 
8 62   629 
8 63   484 
8 64   324 
8 65   420 
8 66   512 
8 67   544 
8 68   632 
8 69   702 
8 70   664 
8 71   300 
8 72   411 
8 73   192 
8 74   836 
8 75   583 
8 76   534 
8 77   664 
8 78   723 
8 79   584 
8 80   298 
9 41    53 
9 42   411 
9 43   664 
9 44   307 
9 45   814 
9 46   474 
9 47   610 
9 48   453 
9 51   576 
9 52   524 
9 53    67 
9 54   132 
9 55   255 
9 56   625 
9 57   264 
9 58   165 
9 59   255 
9 60   600 
9 61   315 
9 62   640 
9 63   559 
9 64    80 
9 65   340 
9 66   588 
9 67   273 
9 68   274 
9 69   341 
9 70   510 
9 71   460 
9 72    85 
9 73   456 
9 74   538 
9 75   268 
9 76   491 
9 77   336 
9 78   407 
9 79   717 
9 80   138 
10 41   519 
10 42   895 
10 43   786 
10 44   872 
10 45   756 
10 46   237 
10 47   741 
10 48   372 
10 49   569 
10 52   594 
10 53   637 
10 54   574 
10 55   828 
10 56   712 
10 57   793 
10 58   661 
10 59   745 
10 60    77 
10 61   851 
10 62   464 
10 63   544 
10 64   536 
10 65   910 
10 66   550 
10 67   300 
10 68   560 
10 69   507 
10 70   184 
10 71  1013 
10 72   487 
10 73   968 
10 74   193 
10 75   705 
10 76   375 
10 77   318 
10 78   261 
10 79   677 
10 80   526 
11 41   194 
11 42   571 
11 43   848 
11 44   318 
11 45   983 
11 46   571 
11 47   794 
11 48   588 
11 49   340 
11 50   385 
11 53   222 
11 54   319 
11 55   336 
11 56   805 
11 57   210 
11 58   347 
11 59   150 
11 60   599 
11 61   267 
11 62   779 
11 63   722 
11 64   259 
11 65   366 
11 66   749 
11 67   321 
11 68   102 
11 69   191 
11 70   591 
11 71   568 
11 72   198 
11 73   599 
11 74   499 
11 75   113 
11 76   625 
11 77   290 
11 78   364 
11 79   885 
11 80   317 
12 41   510 
12 42   938 
12 43   928 
12 44   827 
12 45   930 
12 46   393 
12 47   879 
12 48   516 
12 49   606 
12 50   203 
12 51   221 
12 54   604 
12 55   809 
12 56   857 
12 57   728 
12 58   687 
12 59   667 
12 60   135 
12 61   786 
12 62   642 
12 63   698 
12 64   549 
12 65   871 
12 66   710 
12 67   312 
12 68   454 
12 69   379 
12 70   353 
12 71  1020 
12 72   477 
12 73  1000 
12 74    21 
12 75   614 
12 76   530 
12 77   231 
12 78   156 
12 79   845 
12 80   560 
13 41   537 
13 42   269 
13 43   258 
13 44   639 
13 45   502 
13 46   616 
13 47   235 
13 48   489 
13 49   384 
13 50   738 
13 51   827 
13 52   311 
13 55   524 
13 56   286 
13 57   699 
13 58   369 
13 59   733 
13 60   906 
13 61   718 
13 62   550 
13 63   394 
13 64   468 
13 65   626 
13 66   414 
13 67   638 
13 68   798 
13 69   856 
13 70   676 
13 71   475 
13 72   553 
13 73   344 
13 74   919 
13 75   773 
13 76   505 
13 77   779 
13 78   826 
13 79   441 
13 80   422 
14 41   366 
14 42   246 
14 43   330 
14 44   522 
14 45   535 
14 46   486 
14 47   283 
14 48   373 
14 49   213 
14 50   574 
14 51   684 
14 52   267 
14 53   339 
14 56   315 
14 57   560 
14 58   215 
14 59   584 
14 60   755 
14 61   589 
14 62   487 
14 63   342 
14 64   297 
14 65   521 
14 66   370 
14 67   470 
14 68   630 
14 69   685 
14 70   544 
14 71   439 
14 72   381 
14 73   334 
14 74   756 
14 75   617 
14 76   399 
14 77   608 
14 78   657 
14 79   451 
14 80   249 
15 41   391 
15 42    66 
15 43   484 
15 44   397 
15 45   710 
15 46   643 
15 47   445 
15 48   544 
15 49   269 
15 50   674 
15 51   822 
15 52   454 
15 53   308 
15 54   272 
15 57   471 
15 58   197 
15 59   516 
15 60   879 
15 61   483 
15 62   673 
15 63   530 
15 64   333 
15 65   382 
15 66   558 
15 67   563 
15 68   627 
15 69   701 
15 70   698 
15 71   253 
15 72   418 
15 73   150 
15 74   855 
15 75   566 
15 76   574 
15 77   676 
15 78   737 
15 79   631 
15 80   315 
16 41   374 
16 42   446 
16 43   301 
16 44   647 
16 45   417 
16 46   300 
16 47   247 
16 48   175 
16 49   254 
16 50   454 
16 51   513 
16 52   129 
16 53   411 
16 54   276 
16 55   547 
16 58   323 
16 59   651 
16 60   596 
16 61   690 
16 62   292 
16 63   169 
16 64   316 
16 65   659 
16 66   199 
16 67   372 
16 68   624 
16 69   653 
16 70   360 
16 71   628 
16 72   371 
16 73   533 
16 74   626 
16 75   663 
16 76   197 
16 77   525 
16 78   554 
16 79   321 
16 80   257 
17 41   687 
17 42   578 
17 43    59 
17 44   901 
17 45   187 
17 46   542 
17 47    95 
17 48   412 
17 49   548 
17 50   757 
17 51   756 
17 52   201 
17 53   699 
17 54   570 
17 55   789 
17 56    78 
17 59   947 
17 60   853 
17 61   964 
17 62   351 
17 63   233 
17 64   623 
17 65   900 
17 66   229 
17 67   687 
17 68   944 
17 69   975 
17 70   593 
17 71   786 
17 72   688 
17 73   659 
17 74   914 
17 75   969 
17 76   402 
17 77   841 
17 78   861 
17 79   154 
17 80   564 
18 41   602 
18 42   406 
18 43   120 
18 44   758 
18 45   366 
18 46   580 
18 47   110 
18 48   446 
18 49   450 
18 50   747 
18 51   798 
18 52   232 
18 53   586 
18 54   471 
18 55   644 
18 56   162 
18 57   805 
18 60   886 
18 61   831 
18 62   460 
18 63   308 
18 64   533 
18 65   751 
18 66   321 
18 67   658 
18 68   866 
18 69   913 
18 70   638 
18 71   613 
18 72   611 
18 73   484 
18 74   921 
18 75   864 
18 76   452 
18 77   808 
18 78   844 
18 79   314 
18 80   479 
19 41   423 
19 42   737 
19 43   600 
19 44   781 
19 45   590 
19 46    53 
19 47   555 
19 48   185 
19 49   427 
19 50   217 
19 51   169 
19 52   407 
19 53   530 
19 54   438 
19 55   717 
19 56   527 
19 57   725 
19 58   523 
19 61   781 
19 62   306 
19 63   362 
19 64   417 
19 65   813 
19 66   371 
19 67   233 
19 68   551 
19 69   528 
19 70    37 
19 71   877 
19 72   396 
19 73   816 
19 74   328 
19 75   667 
19 76   192 
19 77   339 
19 78   319 
19 79   505 
19 80   390 
20 41   643 
20 42   223 
20 43   454 
20 44   621 
20 45   700 
20 46   815 
20 47   443 
20 48   693 
20 49   505 
20 50   900 
20 51  1017 
20 52   527 
20 53   566 
20 54   514 
20 55   515 
20 56   495 
20 57   713 
20 58   450 
20 59   765 
20 62   767 
20 63   610 
20 64   580 
20 65   593 
20 66   631 
20 67   792 
20 68   884 
20 69   957 
20 70   874 
20 71   372 
20 72   667 
20 73   245 
20 74  1083 
20 75   820 
20 76   714 
20 77   918 
20 78   974 
20 79   649 
20 80   550 
21 41   621 
21 42   732 
21 43   358 
21 44   934 
21 45   259 
21 46   288 
21 47   335 
21 48   213 
21 49   536 
21 50   545 
21 51   472 
21 52   229 
21 53   687 
21 54   556 
21 55   840 
21 56   287 
21 57   920 
21 58   615 
21 59   910 
21 60   574 
21 63   146 
21 64   578 
21 65   951 
21 66   124 
21 67   518 
21 68   830 
21 69   830 
21 70   321 
21 71   922 
21 72   607 
21 73   820 
21 74   664 
21 75   908 
21 76   178 
21 77   657 
21 78   652 
21 79   189 
21 80   525 
22 41   102 
22 42   344 
22 43   603 
22 44   311 
22 45   766 
22 46   475 
22 47   551 
22 48   432 
22 49    96 
22 50   415 
22 51   601 
22 52   475 
22 53    60 
22 54    74 
22 55   235 
22 56   569 
22 57   298 
22 58    94 
22 59   304 
22 60   636 
22 61   341 
22 64    65 
22 65   335 
22 66   548 
22 67   306 
22 68   346 
22 69   413 
22 70   517 
22 71   415 
22 72   132 
22 73   395 
22 74   586 
22 75   328 
22 76   470 
22 77   393 
22 78   460 
22 79   670 
22 80   103 
23 41   554 
23 42   925 
23 43   799 
23 44   907 
23 45   757 
23 46   252 
23 47   755 
23 48   387 
23 49   600 
23 50   247 
23 51    36 
23 52   608 
23 53   672 
23 54   605 
23 55   863 
23 56   724 
23 57   829 
23 58   693 
23 59   781 
23 60    83 
23 61   887 
23 62   465 
23 65   945 
23 66   559 
23 67   335 
23 68   595 
23 69   541 
23 70   196 
23 71  1046 
23 72   522 
23 73   999 
23 74   215 
23 75   741 
23 76   387 
23 77   353 
23 78   294 
23 79   681 
23 80   558 
24 41   641 
24 42   698 
24 43   283 
24 44   934 
24 45   185 
24 46   353 
24 47   267 
24 48   255 
24 49   539 
24 50   604 
24 51   548 
24 52   189 
24 53   695 
24 54   561 
24 55   834 
24 56   216 
24 57   931 
24 58   610 
24 59   928 
24 60   649 
24 61   976 
24 62   113 
24 63   118 
24 66    88 
24 67   564 
24 68   866 
24 69   875 
24 70   393 
24 71   896 
24 72   631 
24 73   786 
24 74   734 
24 75   932 
24 76   226 
24 77   709 
24 78   711 
24 79   107 
24 80   536 
25 41   430 
25 42   203 
25 43   325 
25 44   538 
25 45   553 
25 46   562 
25 47   287 
25 48   445 
25 49   279 
25 50   653 
25 51   763 
25 52   311 
25 53   387 
25 54   295 
25 55   423 
25 56   329 
25 57   592 
25 58   259 
25 59   624 
25 60   835 
25 61   613 
25 62   543 
25 63   391 
25 64   362 
25 67   548 
25 68   691 
25 69   751 
25 70   621 
25 71   408 
25 72   448 
25 73   289 
25 74   836 
25 75   664 
25 76   468 
25 77   684 
25 78   734 
25 79   477 
25 80   320 
26 41   297 
26 42   603 
26 43   938 
26 44   272 
26 45  1087 
26 46   690 
26 47   885 
26 48   702 
26 49   427 
26 50   499 
26 51   721 
26 52   798 
26 53   284 
26 54   405 
26 55   329 
26 56   900 
26 57   147 
26 58   411 
26 59    73 
26 60   707 
26 61   192 
26 62   893 
26 63   829 
26 64   354 
26 65   322 
26 68   163 
26 69   252 
26 70   710 
26 71   557 
26 72   307 
26 73   614 
26 74   597 
26 75     6 
26 76   740 
26 77   396 
26 78   466 
26 79   989 
26 80   413 
27 41   319 
27 42   633 
27 43   964 
27 44   298 
27 45  1110 
27 46   702 
27 47   911 
27 48   720 
27 49   453 
27 50   503 
27 51   725 
27 52   821 
27 53   313 
27 54   431 
27 55   358 
27 56   925 
27 57   172 
27 58   440 
27 59   100 
27 60   706 
27 61   213 
27 62   911 
27 63   850 
27 64   378 
27 65   347 
27 66   878 
27 69   240 
27 70   720 
27 71   585 
27 72   327 
27 73   644 
27 74   593 
27 75    36 
27 76   757 
27 77   396 
27 78   465 
27 79  1012 
27 80   437 
28 41   379 
28 42   161 
28 43   653 
28 44   241 
28 45   873 
28 46   727 
28 47   613 
28 48   652 
28 49   317 
28 50   697 
28 51   877 
28 52   604 
28 53   264 
28 54   308 
28 55   139 
28 56   651 
28 57   339 
28 58   221 
28 59   398 
28 60   917 
28 61   336 
28 62   805 
28 63   673 
28 64   345 
28 65   217 
28 66   702 
28 67   588 
28 70   777 
28 71   133 
28 72   411 
28 73   149 
28 74   867 
28 75   460 
28 76   687 
28 77   667 
28 78   738 
28 79   790 
28 80   356 
29 41   501 
29 42   143 
29 43   663 
29 44   339 
29 45   898 
29 46   823 
29 47   631 
29 48   734 
29 49   421 
29 50   815 
29 51   986 
29 52   651 
29 53   389 
29 54   416 
29 55   255 
29 56   675 
29 57   451 
29 58   329 
29 59   515 
29 60  1032 
29 61   438 
29 62   870 
29 63   727 
29 64   461 
29 65   302 
29 66   755 
29 67   705 
29 68   684 
29 71    68 
29 72   533 
29 73    65 
29 74   988 
29 75   580 
29 76   766 
29 77   791 
29 78   861 
29 79   824 
29 80   464 
30 41   544 
30 42   120 
30 43   613 
30 44   419 
30 45   854 
30 46   829 
30 47   585 
30 48   730 
30 49   444 
30 50   847 
30 51  1005 
30 52   623 
30 53   439 
30 54   443 
30 55   328 
30 56   633 
30 57   527 
30 58   358 
30 59   589 
30 60  1058 
30 61   518 
30 62   851 
30 63   702 
30 64   496 
30 65   384 
30 66   729 
30 67   736 
30 68   746 
30 69   830 
30 72   574 
30 73    46 
30 74  1024 
30 75   651 
30 76   759 
30 77   834 
30 78   901 
30 79   785 
30 80   489 
31 41   518 
31 42   104 
31 43   611 
31 44   394 
31 45   850 
31 46   810 
31 47   582 
31 48   714 
31 49   421 
31 50   823 
31 51   983 
31 52   613 
31 53   413 
31 54   419 
31 55   302 
31 56   628 
31 57   501 
31 58   334 
31 59   562 
31 60  1035 
31 61   493 
31 62   838 
31 63   692 
31 64   471 
31 65   361 
31 66   719 
31 67   712 
31 68   719 
31 69   803 
31 70   865 
31 73    20 
31 74  1000 
31 75   625 
31 76   743 
31 77   809 
31 78   876 
31 79   779 
31 80   466 
32 41   125 
32 42   561 
32 43   690 
32 44   469 
32 45   789 
32 46   348 
32 47   635 
32 48   373 
32 49   240 
32 50   199 
32 51   408 
32 52   516 
32 53   243 
32 54   231 
32 55   431 
32 56   634 
32 57   397 
32 58   307 
32 59   359 
32 60   425 
32 61   454 
32 62   563 
32 63   525 
32 64   169 
32 65   508 
32 66   550 
32 67   105 
32 68   243 
32 69   262 
32 70   370 
32 71   635 
32 74   363 
32 75   336 
32 76   409 
32 77   173 
32 78   237 
32 79   691 
32 80   196 
33 41   471 
33 42   122 
33 43   400 
33 44   505 
33 45   638 
33 46   655 
33 47   370 
33 48   542 
33 49   330 
33 50   725 
33 51   850 
33 52   409 
33 53   403 
33 54   340 
33 55   392 
33 56   416 
33 57   579 
33 58   281 
33 59   622 
33 60   917 
33 61   591 
33 62   643 
33 63   491 
33 64   407 
33 65   489 
33 66   516 
33 67   617 
33 68   719 
33 69   788 
33 70   713 
33 71   328 
33 72   493 
33 75   669 
33 76   566 
33 77   743 
33 78   799 
33 79   568 
33 80   375 
34 41   143 
34 42   333 
34 43   523 
34 44   387 
34 45   682 
34 46   417 
34 47   470 
34 48   359 
34 49    12 
34 50   403 
34 51   567 
34 52   391 
34 53   144 
34 54     9 
34 55   299 
34 56   486 
34 57   382 
34 58    91 
34 59   387 
34 60   614 
34 61   424 
34 62   535 
34 63   435 
34 64    74 
34 65   406 
34 66   465 
34 67   292 
34 68   406 
34 69   462 
34 70   465 
34 71   445 
34 72   160 
34 73   400 
34 76   397 
34 77   407 
34 78   466 
34 79   586 
34 80    45 
35 41   372 
35 42   779 
35 43  1018 
35 44   494 
35 45  1123 
35 46   645 
35 47   964 
35 48   700 
35 49   526 
35 50   401 
35 51   607 
35 52   850 
35 53   427 
35 54   508 
35 55   534 
35 56   967 
35 57   370 
35 58   548 
35 59   296 
35 60   565 
35 61   416 
35 62   885 
35 63   860 
35 64   442 
35 65   544 
35 66   884 
35 67   394 
35 68   110 
35 69    84 
35 70   646 
35 71   767 
35 72   362 
35 73   806 
35 74   436 
35 77   278 
35 78   327 
35 79  1026 
35 80   494 
36 41   240 
36 42   281 
36 43   433 
36 44   440 
36 45   609 
36 46   431 
36 47   381 
36 48   344 
36 49    87 
36 50   470 
36 51   607 
36 52   321 
36 53   224 
36 54   105 
36 55   337 
36 56   403 
36 57   457 
36 58   115 
36 59   472 
36 60   667 
36 61   493 
36 62   499 
36 63   378 
36 64   171 
36 65   450 
36 66   408 
36 67   361 
36 68   504 
36 69   559 
36 70   485 
36 71   432 
36 72   255 
36 73   359 
36 74   652 
36 75   499 
36 78   544 
36 79   517 
36 80   125 
37 41   550 
37 42   376 
37 43   145 
37 44   714 
37 45   382 
37 46   541 
37 47   114 
37 48   408 
37 49   399 
37 50   699 
37 51   758 
37 52   204 
37 53   536 
37 54   419 
37 55   600 
37 56   164 
37 57   758 
37 58   413 
37 59   782 
37 60   844 
37 61   785 
37 62   440 
37 63   284 
37 64   481 
37 65   709 
37 66   302 
37 67   609 
37 68   815 
37 69   861 
37 70   600 
37 71   584 
37 72   559 
37 73   457 
37 74   875 
37 75   813 
37 76   417 
37 79   319 
37 80   427 
38 41   401 
38 42   746 
38 43  1055 
38 44   407 
38 45  1186 
38 46   744 
38 47  1001 
38 48   780 
38 49   546 
38 50   518 
38 51   732 
38 52   902 
38 53   416 
38 54   525 
38 55   473 
38 56  1012 
38 57   282 
38 58   544 
38 59   213 
38 60   698 
38 61   316 
38 62   970 
38 63   924 
38 64   466 
38 65   455 
38 66   950 
38 67   488 
38 68   166 
38 69   211 
38 70   753 
38 71   698 
38 72   402 
38 73   758 
38 74   572 
38 75   149 
38 76   816 
38 77   398 
38 80   524 
39 41   522 
39 42   803 
39 43   594 
39 44   878 
39 45   542 
39 46    99 
39 47   555 
39 48   204 
39 49   510 
39 50   313 
39 51   189 
39 52   411 
39 53   624 
39 54   523 
39 55   809 
39 56   519 
39 57   826 
39 58   605 
39 59   794 
39 60   291 
39 61   882 
39 62   250 
39 63   348 
39 64   510 
39 65   907 
39 66   349 
39 67   337 
39 68   655 
39 69   628 
39 70    67 
39 71   956 
39 72   495 
39 73   885 
39 74   392 
39 75   771 
39 76   190 
39 77   437 
39 78   409 
40 41   499 
40 42   743 
40 43  1129 
40 44   352 
40 45  1287 
40 46   889 
40 47  1077 
40 48   905 
40 49   622 
40 50   682 
40 51   901 
40 52   997 
40 53   470 
40 54   599 
40 55   450 
40 56  1095 
40 57   255 
40 58   591 
40 59   222 
40 60   874 
40 61   253 
40 62  1097 
40 63  1031 
40 64   553 
40 65   391 
40 66  1059 
40 67   635 
40 68   326 
40 69   389 
40 70   905 
40 71   646 
40 72   510 
40 73   734 
40 74   751 
40 75   209 
40 76   943 
40 77   568 
40 78   631 
40 79  1190 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
  964   686 
   59   780 
  621   771 
  808   369 
  672   918 
  386    97 
  625   669 
  299   738 
  370   384 
  924   236 
  329   200 
  830    65 
  417   908 
  441   737 
  254   725 
  635   679 
  725   988 
  547   960 
  844   405 
  212   979 
  927   733 
  364   456 
  960   236 
  892   808 
  393   801 
  220   153 
  221   123 
  127   609 
   57   715 
   81   795 
   91   770 
  527   303 
  296   825 
  425   514 
  384     0 
  436   611 
  539   909 
  244    11 
  938   450 
   63    24 
  422   371 
  195   756 
  666   979 
   63   376 
  912   992 
  839   458 
  652   926 
  779   579 
