1089
2112
1	2	17
1	34	83
2	3	96
2	35	47
3	4	95
3	36	80
4	5	5
4	37	78
5	6	93
5	38	21
6	7	92
6	39	90
7	8	16
7	40	48
8	9	93
8	41	19
9	10	50
9	42	98
10	11	88
10	43	24
11	12	89
11	44	6
12	13	53
12	45	33
13	14	51
13	46	57
14	15	10
14	47	46
15	16	81
15	48	72
16	17	18
16	49	74
17	18	70
17	50	71
18	19	84
18	51	48
19	20	84
19	52	98
20	21	37
20	53	60
21	22	35
21	54	86
22	23	57
22	55	70
23	24	68
23	56	61
24	25	72
24	57	13
25	26	44
25	58	64
26	27	33
26	59	65
27	28	93
27	60	90
28	29	62
28	61	39
29	30	45
29	62	100
30	31	53
30	63	40
31	32	67
31	64	98
32	33	39
32	65	55
33	66	4
34	35	93
34	67	44
35	36	76
35	68	55
36	37	11
36	69	5
37	38	21
37	70	39
38	39	39
38	71	48
39	40	31
39	72	49
40	41	71
40	73	73
41	42	41
41	74	80
42	43	56
42	75	92
43	44	12
43	76	50
44	45	67
44	77	63
45	46	20
45	78	70
46	47	33
46	79	52
47	48	49
47	80	70
48	49	63
48	81	13
49	50	99
49	82	60
50	51	39
50	83	100
51	52	67
51	84	24
52	53	63
52	85	44
53	54	44
53	86	4
54	55	72
54	87	35
55	56	64
55	88	30
56	57	93
56	89	72
57	58	35
57	90	56
58	59	13
58	91	17
59	60	11
59	92	62
60	61	50
60	93	37
61	62	98
61	94	52
62	63	76
62	95	96
63	64	100
63	96	40
64	65	74
64	97	86
65	66	44
65	98	62
66	99	21
67	68	88
67	100	88
68	69	15
68	101	47
69	70	1
69	102	19
70	71	5
70	103	82
71	72	11
71	104	48
72	73	63
72	105	26
73	74	16
73	106	27
74	75	59
74	107	72
75	76	23
75	108	68
76	77	82
76	109	55
77	78	30
77	110	15
78	79	15
78	111	34
79	80	5
79	112	85
80	81	57
80	113	78
81	82	22
81	114	31
82	83	83
82	115	20
83	84	59
83	116	64
84	85	75
84	117	7
85	86	3
85	118	69
86	87	42
86	119	76
87	88	31
87	120	78
88	89	100
88	121	54
89	90	15
89	122	84
90	91	38
90	123	51
91	92	63
91	124	24
92	93	40
92	125	57
93	94	81
93	126	24
94	95	37
94	127	3
95	96	100
95	128	60
96	97	52
96	129	33
97	98	2
97	130	60
98	99	39
98	131	34
99	132	96
100	101	36
100	133	70
101	102	10
101	134	77
102	103	6
102	135	89
103	104	92
103	136	33
104	105	56
104	137	39
105	106	80
105	138	45
106	107	69
106	139	66
107	108	55
107	140	40
108	109	12
108	141	9
109	110	66
109	142	60
110	111	94
110	143	33
111	112	95
111	144	37
112	113	88
112	145	65
113	114	93
113	146	24
114	115	10
114	147	17
115	116	14
115	148	13
116	117	23
116	149	82
117	118	57
117	150	65
118	119	77
118	151	52
119	120	38
119	152	17
120	121	92
120	153	71
121	122	94
121	154	95
122	123	65
122	155	78
123	124	66
123	156	24
124	125	48
124	157	51
125	126	23
125	158	94
126	127	11
126	159	81
127	128	36
127	160	77
128	129	11
128	161	57
129	130	4
129	162	8
130	131	47
130	163	68
131	132	65
131	164	96
132	165	57
133	134	54
133	166	13
134	135	96
134	167	31
135	136	95
135	168	51
136	137	91
136	169	33
137	138	47
137	170	26
138	139	40
138	171	94
139	140	81
139	172	37
140	141	23
140	173	69
141	142	78
141	174	30
142	143	69
142	175	15
143	144	34
143	176	13
144	145	6
144	177	27
145	146	51
145	178	31
146	147	3
146	179	16
147	148	41
147	180	42
148	149	91
148	181	87
149	150	59
149	182	1
150	151	49
150	183	11
151	152	76
151	184	12
152	153	62
152	185	1
153	154	93
153	186	76
154	155	78
154	187	93
155	156	30
155	188	17
156	157	63
156	189	49
157	158	51
157	190	50
158	159	83
158	191	80
159	160	43
159	192	18
160	161	5
160	193	46
161	162	30
161	194	70
162	163	26
162	195	62
163	164	58
163	196	34
164	165	51
164	197	76
165	198	70
166	167	35
166	199	63
167	168	83
167	200	48
168	169	88
168	201	27
169	170	77
169	202	10
170	171	58
170	203	50
171	172	74
171	204	31
172	173	27
172	205	16
173	174	93
173	206	47
174	175	69
174	207	31
175	176	40
175	208	1
176	177	77
176	209	96
177	178	62
177	210	69
178	179	64
178	211	98
179	180	16
179	212	24
180	181	16
180	213	51
181	182	74
181	214	37
182	183	38
182	215	8
183	184	58
183	216	42
184	185	83
184	217	57
185	186	20
185	218	15
186	187	57
186	219	17
187	188	99
187	220	23
188	189	52
188	221	31
189	190	22
189	222	45
190	191	23
190	223	18
191	192	47
191	224	84
192	193	50
192	225	60
193	194	11
193	226	36
194	195	8
194	227	72
195	196	59
195	228	79
196	197	85
196	229	19
197	198	81
197	230	72
198	231	28
199	200	79
199	232	94
200	201	60
200	233	26
201	202	81
201	234	47
202	203	25
202	235	64
203	204	31
203	236	70
204	205	68
204	237	77
205	206	77
205	238	89
206	207	54
206	239	93
207	208	85
207	240	71
208	209	75
208	241	97
209	210	81
209	242	88
210	211	46
210	243	11
211	212	70
211	244	2
212	213	12
212	245	82
213	214	39
213	246	54
214	215	54
214	247	13
215	216	92
215	248	12
216	217	61
216	249	43
217	218	72
217	250	6
218	219	63
218	251	86
219	220	73
219	252	86
220	221	43
220	253	97
221	222	53
221	254	74
222	223	90
222	255	37
223	224	46
223	256	59
224	225	70
224	257	92
225	226	71
225	258	86
226	227	99
226	259	75
227	228	25
227	260	95
228	229	3
228	261	55
229	230	2
229	262	6
230	231	97
230	263	20
231	264	40
232	233	12
232	265	25
233	234	26
233	266	64
234	235	92
234	267	82
235	236	72
235	268	3
236	237	45
236	269	10
237	238	62
237	270	49
238	239	97
238	271	30
239	240	26
239	272	78
240	241	64
240	273	70
241	242	91
241	274	12
242	243	64
242	275	79
243	244	61
243	276	83
244	245	7
244	277	51
245	246	34
245	278	57
246	247	11
246	279	47
247	248	45
247	280	62
248	249	13
248	281	91
249	250	53
249	282	41
250	251	56
250	283	55
251	252	97
251	284	42
252	253	76
252	285	91
253	254	11
253	286	48
254	255	25
254	287	77
255	256	73
255	288	6
256	257	11
256	289	91
257	258	67
257	290	99
258	259	77
258	291	73
259	260	7
259	292	63
260	261	21
260	293	64
261	262	15
261	294	90
262	263	69
262	295	62
263	264	90
263	296	84
264	297	88
265	266	3
265	298	90
266	267	2
266	299	44
267	268	90
267	300	8
