500 625
41	107	27
41	469	50
41	392	27
151	392	56
117	151	100
391	41	53
41	397	50
117	454	15
117	293	36
455	107	85
391	225	21
186	392	5
399	454	33
392	426	95
281	41	23
469	160	83
350	117	18
454	355	41
204	355	37
128	392	62
399	17	59
151	299	47
351	391	49
455	446	86
187	391	73
79	299	95
151	23	87
195	117	36
499	187	30
83	79	6
426	146	52
350	65	35
409	83	29
392	470	96
246	160	26
4	83	79
399	357	50
191	351	65
409	370	81
144	225	80
188	160	60
476	350	96
469	340	81
76	392	45
271	469	58
152	499	32
315	397	29
272	152	90
76	106	29
152	200	4
101	23	2
146	478	76
474	79	70
17	276	8
270	370	24
488	355	84
345	357	1
46	469	30
74	204	80
315	125	9
104	225	54
146	341	81
187	108	11
340	344	31
345	483	69
250	23	49
235	455	8
77	272	11
428	125	10
436	428	98
399	312	16
246	60	23
41	262	82
67	355	82
88	478	22
445	474	7
470	149	64
400	436	63
488	69	69
379	187	71
288	144	92
212	350	57
365	186	37
470	418	89
429	499	38
99	379	10
409	274	46
41	438	92
67	260	47
351	451	21
340	489	40
396	60	43
429	239	28
81	370	30
108	153	12
146	123	95
266	83	92
451	2	94
499	141	53
455	249	10
489	487	9
24	451	93
96	239	10
409	316	59
79	214	9
420	117	85
416	396	73
82	83	60
400	131	73
401	60	79
345	491	53
397	145	31
122	195	93
350	201	32
48	399	2
392	33	85
88	179	45
37	418	4
125	253	27
99	389	11
323	340	48
67	484	34
312	410	63
432	488	78
79	211	31
108	224	34
389	364	49
12	357	7
395	401	99
115	141	79
332	46	25
412	410	89
489	283	87
455	356	70
468	152	74
172	396	40
436	176	81
398	186	26
197	88	71
474	241	44
123	376	23
128	435	94
46	10	42
77	121	19
452	483	45
164	145	44
197	268	61
318	149	34
281	380	94
46	1	60
69	317	74
140	370	51
99	325	7
77	472	46
288	114	67
45	392	7
164	408	14
218	211	88
125	245	74
460	4	36
115	36	73
32	65	8
465	445	29
9	401	71
145	112	12
29	469	43
390	131	72
449	315	11
140	322	16
17	40	55
382	420	50
488	213	84
463	224	18
292	316	40
304	426	49
16	357	77
170	312	62
170	13	50
477	397	35
324	188	54
487	320	54
129	48	74
356	337	68
231	239	35
112	199	52
265	488	4
330	432	27
487	492	7
344	294	63
270	173	33
421	123	45
180	274	31
69	202	18
383	83	57
49	288	31
214	297	62
438	439	62
414	33	74
423	104	85
296	160	1
493	420	94
423	386	45
93	160	52
381	82	58
263	429	86
447	99	39
25	435	80
33	216	65
87	249	11
484	331	63
413	499	54
96	441	68
223	492	34
169	432	59
356	182	80
481	131	87
297	404	56
173	228	59
398	126	87
38	67	7
273	228	8
237	409	59
10	368	62
328	200	52
120	368	18
291	322	92
158	265	80
485	337	45
188	80	47
360	404	90
7	487	44
198	451	26
181	288	85
188	20	19
463	261	25
76	90	85
451	443	13
454	73	83
5	499	99
266	375	4
21	365	43
169	203	82
103	344	32
226	470	84
241	124	16
192	81	20
85	451	75
105	438	56
172	127	95
450	195	53
287	198	87
368	282	36
249	142	72
490	246	67
195	327	40
319	355	25
36	431	56
291	71	58
108	6	11
168	88	60
414	11	79
446	464	46
190	164	26
64	390	89
411	99	47
367	282	40
417	410	70
135	355	90
78	287	74
321	191	4
351	310	4
398	119	58
477	456	19
267	10	98
89	103	64
347	360	6
424	123	41
221	424	79
401	116	40
202	387	80
132	270	4
78	68	46
491	302	97
357	232	57
204	374	88
223	366	50
43	16	8
160	139	63
104	444	17
346	153	17
435	66	58
158	27	62
433	413	4
470	495	85
290	2	11
103	242	76
400	91	22
70	484	35
417	422	9
72	270	6
207	23	88
475	493	92
317	220	88
187	54	49
340	280	94
306	4	31
375	243	51
497	226	55
102	5	3
187	371	42
430	478	10
206	302	14
102	394	36
36	163	22
432	244	55
500	114	27
483	165	72
38	278	68
185	401	25
227	296	9
125	307	71
491	92	30
61	337	99
277	13	36
179	51	13
428	427	29
363	123	12
425	108	73
118	81	87
335	164	2
98	351	1
326	204	57
5	415	37
387	148	67
254	125	61
392	258	77
196	253	63
482	164	44
50	144	74
342	237	46
499	137	97
302	440	26
83	95	20
292	34	57
459	444	90
238	455	32
208	191	48
269	60	40
339	78	21
349	117	79
251	497	19
391	155	22
266	28	3
214	111	75
461	387	31
261	298	49
451	8	1
51	305	14
219	335	20
357	19	26
53	152	61
255	60	59
317	86	69
22	121	58
389	402	15
123	42	94
333	487	22
165	14	40
419	380	53
284	367	42
272	372	12
495	157	54
76	448	8
211	358	100
159	428	89
469	309	75
63	80	92
373	149	96
408	336	78
200	384	30
166	324	43
173	236	49
20	406	93
295	120	14
227	259	75
72	229	86
177	452	53
167	155	86
152	75	4
149	275	5
443	286	98
415	175	66
161	131	35
243	110	15
343	142	40
133	463	10
217	427	11
174	397	4
388	243	35
66	353	74
428	26	28
237	362	79
301	146	90
318	311	43
32	94	61
226	147	93
67	3	31
154	374	55
7	405	65
235	494	4
138	495	19
495	348	82
59	304	24
378	196	41
61	369	2
95	264	50
178	28	56
452	31	40
171	402	35
193	443	43
83	84	32
334	302	49
70	210	46
189	484	20
57	481	44
496	349	76
150	351	81
162	102	10
59	247	15
155	403	26
395	359	7
205	238	72
142	97	43
143	493	14
113	440	65
365	134	31
180	279	67
341	248	38
