50
98
1      35      52
1      44      44
1      40      52
1      49      14
2      38      56
2      22      33
2      50      26
2      41      55
3      40      18
3       8      21
3      12      57
3      23      32
4      50      76
4      27      32
4      15      28
4      37       5
5      30      22
5      38      30
5      29      24
5      43      30
6      19      79
6      50      24
6      27      64
6      45      36
7      43      23
7      49      52
7      31      37
7      50      38
8      13      47
8      17      20
8      48      26
9      36      60
9      16      80
9      28      99
9      14      32
10      45      18
10      19      63
10      12      46
10      37      46
11      33      40
11      47      49
11      32      68
11      41      83
12      27      60
12      33      32
13      18      46
13      22      22
13      40      56
14      47      31
14      15      15
14      33      46
15      37      26
15      21      46
16      37      73
16      33      18
16      31      17
17      46      46
17      23      47
17      25      51
18      30      35
18      27      16
18      19      40
19      26      72
20      40      33
20      41      53
20      28      68
20      45      48
21      41      51
21      39      55
21      24      57
22      39      51
22      43      44
23      49      86
23      26      46
24      43      37
24      39      38
24      38      32
25      32      43
25      39       8
25      30      60
26      45      16
26      28      36
28      32      67
29      30      31
29      47      14
29      31      52
31      32      55
34      36      44
34      35      37
34      44      18
34      38      42
35      46      24
35      49      43
36      44      26
36      47      26
42      44      30
42      48      46
42      46      30
