100
199
1      18      25
1      29      38
1      13      34
1      48      52
2      15      29
2     100      21
2      54      41
2      88      36
3      73      65
3      30      48
3      91      66
3       8      22
4      20      67
4      14      88
4      62      42
4      53      53
5     100      53
5      64      64
5      26      50
5      83      24
6      13      65
6      51      91
6      60      82
6      87      62
7      80      85
7      41      86
7      23      42
7      83      65
8      10      61
8      42      82
8     100      56
9      25      66
9      63      28
9      48      40
9      32      37
10     100      31
10      36      61
10      34      10
11      70      23
11      22      25
11      17      36
11      51      77
12      70      34
12      67      21
12      49      59
12      87      11
13      63       5
13      42      22
14      25      84
14      62      88
14      38      58
15      53      28
15      83       9
15      22      32
16      23      44
16      60      28
16      80      82
16      51       6
17      41      54
17      52      10
17      47      36
18      87      25
18      45      36
18      88      58
19      77      48
19      35      63
19      25      23
19      82      79
20      55      53
20      72      89
20      95      69
21      81      10
21      61      83
21      72      17
21      27      83
22      65      57
22      68      45
23      28      42
23      43      26
24      70      30
24      95      31
24      87      41
24      63      19
25      42      86
26      74      36
26      96      78
26      29      45
27      61       9
27      63      47
27      79      49
28      58      65
28      99      87
28      89      97
29      93      46
29      59      48
30      82      46
30      38      27
30      43      21
31      58      29
31      50      24
31      73      65
31      96      57
32      86      49
32      76      56
32      89      58
33      97      26
33      56      66
33      84      67
33      60      19
34      65      78
34      97      38
34      57      36
35      80      74
35      78       6
35      95      44
36      98      63
36      44      42
36      53      32
37      65      49
37      79      53
37      88      33
37      62      28
38      86       4
38      97      19
39      46      66
39      82      86
39      69      42
39      75      77
40      75      68
40      48      56
40      88      15
40      90      26
41      91      26
41      81      38
42      92      63
43      99      72
43      74      24
44      92      37
44      84      43
44      96      55
45      98      21
45      99      67
45      94      59
46      66      34
46      53      21
46      50      13
47      67      63
47      95      17
47      98      62
48      89      80
49      56      43
49      92      39
49      67      70
50      81      62
50      98      72
51      83      63
52      58       9
52      59      46
52      77      19
54      86      73
54      59      41
54      97      68
55      70      37
55      77      38
55      99      70
56      77      21
56      64      73
57      79      19
57      72      69
57      96      21
58      91      21
59      76      86
60      73      37
61      91      30
61      92      31
62      64      69
64      93      46
65      82      89
66      80      28
66      84      22
66      72      56
67      68      44
68      74       7
68      86      26
69      71      52
69      78      53
69      90      30
71      75      19
71      76       9
71      94      64
73      94      43
74      76      43
75      94      49
78      84      87
78      89      91
79      93      82
81      90      44
85      93      15
85      90      36
