75
150
1      41      36
1      30      35
1      47       6
1      72      48
2      59      51
2      75      56
2      64      47
2      14      15
3      24      76
3      73      66
3      11      77
3      75      91
4      75      63
4      68      57
4       9      85
4      23      82
5      29      70
5      27      33
5      15      61
5      43      46
6      75      87
6      17      29
6      26      54
6      69      25
7      37      41
7      32      82
7      20      93
7      61      88
8      38      36
8      39      23
8      16      43
8      61       9
9      24      75
9      19      73
9      57      68
10      71      60
10      31      42
10      73      51
10      21      34
11      62       8
11      54      23
11      12      51
12      53      75
12      22      71
12      64      57
13      68      14
13      51      32
13      31      54
13      25      31
14      51      49
14      65      75
14      42      72
15      43      15
15      53      58
15      56      39
16      23       9
16      22      68
16      29      30
17      34      44
17      52      19
17      40      56
18      55      62
18      48      64
18      26      88
18      37      79
19      34      24
19      64      47
19      40      27
20      68      68
20      64      63
20      33      26
21      51      37
21      23      47
21      70      24
22      60      78
22      36      85
23      59      14
24      48      57
24      59      60
25      43      63
25      49      61
25      33      67
26      72      33
26      58      48
27      51      45
27      68      59
27      58      65
28      37      26
28      73      70
28      50      23
28      30      68
29      32      54
29      73      23
30      32      43
30      67      86
31      72      75
31      66      43
32      40      45
33      69      65
33      36      25
34      43      60
34      39      80
35      55      29
35      54      43
35      58      34
35      74      64
36      37      78
36      65      21
38      41      29
38      71      38
38      50      64
39      72      24
39      52      55
40      44      29
41      58      61
41      67      33
42      45      73
42      54      52
42      69      71
44      49      52
44      55      41
44      63      39
45      50      37
45      56      46
45      67      14
46      69      32
46      67      72
46      48      18
46      50      53
47      49      27
47      48      68
47      60       7
49      54      44
52      56      41
52      63      61
53      56      27
53      66       7
55      60      62
57      63      31
57      74      29
57      61      75
59      60      16
61      62      75
62      70      72
62      74      68
63      70      13
65      66      80
65      71      28
66      71      71
70      74      12
