50
100
1      26      67
1      22      66
1      18      28
1       5      34
2      32      20
2      16      20
2       9      36
2      31       9
3      13      81
3      46      38
3      50      62
3      44      73
4      29      26
4      39      76
4      44      42
4      33      78
5      43      54
5      23      59
5      18      41
6      41      24
6       7      83
6      32      68
6      36      66
7      50      47
7      25      48
7      42      77
8      35      80
8      24      14
8      18      41
8      10      87
9      16      56
9      34      89
9      10      95
10      18      51
10      29      66
11      14      53
11      41      73
11      16      68
11      32      33
12      40      94
12      50      68
12      43      76
12      39      65
13      29      25
13      14      41
13      33      79
14      32      39
14      20      88
15      38      10
15      26       5
15      48      21
15      27      51
16      22       5
17      41      64
17      29      32
17      49      30
17      50      27
19      38      21
19      42      34
19      40      60
19      45      68
20      37      97
20      26      50
20      42      74
21      39      84
21      40       3
21      34      95
21      48      93
22      36      15
22      31      28
23      46      33
23      39      28
23      38      15
24      34      80
24      38      55
24      27      48
25      26      16
25      36      46
25      40      95
27      45      93
27      37       5
28      35      40
28      49      35
28      43      34
28      30      21
30      48      22
30      45      53
30      37      49
31      36      13
31      45      31
33      35      25
33      47      90
34      37      52
35      43      73
41      46      26
42      48      11
44      47      20
44      49      30
46      47      56
47      49      45
