25
50
1      25      34
1       6      81
1      16      17
1      21      87
2       3      36
2      20      57
2      24      83
2      12      77
3      20      78
3      10      82
3      17      34
4      11      20
4      25      41
4      14      95
4      21      61
5      25      37
5      16      12
5      24      22
5      11      70
6      25     100
6      15      41
6      18       6
7      14      37
7      12      43
7      17      77
7       8       4
8      16      62
8      12      44
8      13      46
9      23      74
9      11      55
9      18      21
9      12      58
10      17      62
10      21      48
10      14      12
11      18      76
13      15      49
13      16      71
13      18      38
14      15      49
15      21      75
17      22      24
19      20      52
19      23      56
19      24      26
19      22      62
20      23      84
22      23      32
22      24      64
