400
799
1     239      23
1     305      31
1     265      73
1     400      64
2      41      32
2     248      28
2      40      47
2     116      25
3     187      12
3      14      84
3     247      55
3     398      18
4     293      57
4      60       5
4     289      65
4      96      26
5     383      49
5     271      55
5     247      40
5     135      77
6      34      77
6     282      50
6     340      43
6     233      79
7     374      61
7      76      13
7     284      16
7     200      31
8     400      48
8     177      13
8     223      63
8     282      24
9     284      37
9     322      26
9     226      56
9     400      15
10     317      51
10     176      55
10      93      57
10     166       7
11     348      20
11      37      76
11     321      59
11     107      84
12     105      72
12     368      33
12      15      86
12     400      60
13      39      66
13      79      40
13      26      85
13     131      42
14      33      43
14     237      95
14     156      77
15      76      22
15     322      29
15     349      69
16      48      53
16     208      19
16      38      59
16      47      48
17     377      62
17     326      50
17      99      56
17     213      29
18     274      34
18      95      39
18     171      50
18     201      36
19     159      49
19      37      59
19     266      37
19      95      25
20      35      94
20     335      20
20     141      70
20     120      45
21     304      54
21     377      64
21     186      36
21      86      44
22     109      44
22     335      71
22     272      78
22     182      11
23      75      25
23     305      44
23      58      27
23      47      16
24      30      37
24      93      73
24     244      51
24     361      43
25     149      55
25     343      47
25     213      33
25     204      21
26      78      74
26     262      84
26     361      30
27     261      68
27     322      53
27      81      21
27     104      49
28     110      79
28     363      13
28     113      42
28      55      40
29     227      37
29     215       8
29     142      21
29     278      23
30      65      20
30      59      65
30     249      37
31     323      15
31     324      22
31     224      30
31     314      29
32     383      45
32     206      19
32     203      54
32     271      59
33     355      50
33      56      47
33      76      34
34     219      71
34      36      37
34     235      67
35     244      64
35     373      72
35      40      42
36     144      40
36      58      55
36     394      52
37      55      39
37     315      44
38     274      57
38     130      19
38     365      18
39     310      51
39     185      27
39     108      72
40     354      21
40     268      77
41     133      84
41     347       1
41     164       8
42     366      54
42     351      37
42     175      35
42     387      54
43     373      30
43      84      37
43     294      46
43     159      53
44      68      11
44     325      51
44     323      11
44     291      54
45     386      26
45     255      48
45     303      32
45     261      62
46     280      19
46     270      63
46      50      24
46     399      76
47     101      58
47     241      42
48     118      12
48     306      17
48     237      57
49     243      49
49     257      15
49     248      48
49     384      96
50     198      42
50     266      38
50     332      51
51     322      29
51      86      52
51     360      25
51     386      34
52     112       6
52     289      59
52     100      17
52     244      10
53     210      76
53     252      80
53     193      23
53     278      70
54     188      73
54      99      31
54     225      41
54     308      48
55     392      55
55     126      19
56     159      75
56     151      53
56     256      80
57     234      61
57     116      79
57     130      31
57     349      27
58     221      25
58     176      49
59     129      39
59      82      84
59     342      51
60     367      62
60     343      96
60     321      66
61     311      26
61     132      31
61     210      66
61     106      29
62     351      64
62     199      97
62     285      60
62     397      24
63     200      34
63     271      10
63     224      12
63     259      37
64     392      43
64     274      63
64     317      45
64     377      59
65     118      29
65     382      78
65     397      65
66     152      82
66     374      56
66     397      73
66     358      13
67     228      90
67      82      88
67     241      92
67     243      34
68     389      25
68     270      51
68     167      48
69     371      65
69     246      48
69     261      55
69      97      13
70     291       8
70     244      27
70     131      37
70     327      67
71     397      75
71     377      27
71     179      11
71     249      67
72     392      49
72     236      22
72     226      24
72     207      29
73     278      37
73     391      50
73     247      44
73     390      29
74      86      20
74     163      52
74     374      38
74     205      17
75     155      46
75     113      48
75     129      26
76     182      73
77     393      45
77     398      38
77     301      55
77     202      58
78     348      61
78     305      36
78     299      43
79     213      32
79     232      28
79     131      32
80     282      40
80      99      64
80     136      56
80     351      27
81     388      43
81     392      43
81     226      19
82     262      87
82     287      22
83     123      91
83     271      55
83     106      39
83     206      49
84     141      15
84     125      80
84     354      11
85     255      72
85     252      22
85     239      61
85     196      75
86     127      25
87     184      72
87     251      87
87     297      59
87     122      70
88     279      21
88     128      64
88     155      40
88     270      36
89     119      52
89     197      45
89     228      80
89     273      84
90     279      48
90     110      75
90     206      53
90     298      48
91     101      25
91     312      16
91     395      29
91     166      44
92     203      38
92     230      66
92     366      50
92     304      45
93     187      66
93     335      20
94     289      29
94     239      85
94     382      65
94      99      64
95     197      17
95     368      45
96     118      74
96     389      46
96     188      12
97     262      67
97     152      66
97     287      53
98     370      52
98     364      55
98     130      62
98     355      22
100     238      71
100     381      58
100     232      36
101     114      46
101     226      56
102     399      60
102     176      10
102     192      70
102     384      86
103     205      52
103     141      72
103     248      66
103     230      39
104     336      18
104     380      16
104     239      14
105     185      43
105     291      66
105     211      52
106     383      26
106     256      47
107     183      78
107     330      74
107     294      81
108     318      76
108     167      57
108     353      26
109     273      48
109     258      41
109     210      53
110     113      82
110     250      43
111     211      15
111     393      14
111     274      56
111     293      46
112     113      28
112     126      66
112     256      80
114     378      74
114     145      64
114     196      21
115     341      54
115     233      33
115     371      48
115     383      20
116     267      21
116     241      70
117     390      43
117     257      22
117     160      40
117     235      29
118     221      38
119     388      31
119     296      60
119     248      20
120     265      19
120     124      50
120     163      68
121     260      46
121     252      94
121     306      81
121     155      86
122     333      55
122     138      20
122     199      27
123     232      15
123     298      73
123     331      81
124     231      19
124     220      66
124     349      42
125     268       5
125     129      37
125     158      44
126     319      62
126     156      51
127     221      87
127     234      64
127     327       8
128     229      32
128     396      46
128     191      80
129     275      62
130     270      58
131     170      36
132     207      33
132     337      45
132     245      26
133     335      48
133     154      48
133     299      38
134     336      55
134     364      19
134     325      53
134     331      53
135     362      84
135     391      66
135     376      21
136     384      85
136     185       5
136     375      61
137     150      92
137     306      13
137     188      82
137     217      33
138     259      45
138     189      32
138     223      38
139     172      88
139     142      70
139     378      89
139     204      50
140     152      60
140     353      40
140     156      22
140     217      36
141     264      17
142     220      10
142     396      76
143     309      18
143     332      20
143     362      57
143     238      57
144     242      58
144     286      20
144     237      56
145     349      28
145     246      53
145     342      53
