400
800
1      97      21
1     272      98
1      24      85
1     392      72
2      18      43
2     112      92
2     254      73
2     169      61
3     233      47
3     399      17
3      39      30
3     202      22
4     120      44
4     173      43
4      67      40
4     322      83
5     400      55
5     360      15
5      97      71
5     371      73
6     312      32
6      23      23
6     273      57
6     124      20
7     356      72
7      16       7
7     209      78
7     298      77
8     303      40
8     179      18
8      35      23
8     269      17
9     128      41
9     355      27
9     400      58
9     233      18
10     158      54
10      69      97
10     353      68
10      91      94
11      66      84
11      87      65
11     366      26
11     400      81
12      24      34
12     400      58
12     116      64
12     165      61
13     323      71
13     234      51
13     313      13
13      16      72
14     234      14
14     180      39
14     376      24
14     130      43
15     109      63
15     156      34
15      93      39
15     251      58
16     129      57
16     375      72
17     243      66
17     119      71
17     206      41
17     199      25
18     307      53
18     330      19
18     309      44
19     165      61
19     309      44
19      67      53
19      28      74
20     344      84
20     184      59
20     358      60
20     267      49
21     270      16
21     293      71
21     133      59
21      62      43
22      97      26
22     292      17
22      80      31
22     379      18
23     271      33
23     132      71
23     108      15
24     343      22
24     294      22
25     270      64
25     323      95
25     299      69
25     269      74
26      76      48
26     258       7
26     141      59
26     349      69
27     230      82
27     117      39
27     386      20
27     174      30
28      73      61
28     227      55
28     329      21
29     392      41
29     108      13
29     381      48
29     243      17
30     348      33
30      80      19
30     236      33
30     268      32
31     204      53
31     320      64
31     369      32
31     104      81
32     247      37
32     158      42
32     110      62
32     355      13
33     391      58
33     148      52
33     265      52
33     137      49
34     190      29
34     131      12
34     180      70
34     382      35
35     194      24
35     354      73
35      74      25
36     350      84
36     131      70
36     320      78
36     246      51
37     208      66
37     307      52
37     172      84
37     284      26
38      45      42
38     277      63
38     114      27
38      50      93
39     293      12
39      70      38
39      98      30
40     176      58
40     299      83
40     222      35
40      83      24
41     164      56
41     213      62
41     170      44
41     296      50
42     103      74
42     124      76
42     173      45
42     196      12
43     332      17
43     345      64
43     390      54
43      74      28
44     203      68
44     327      65
44     176      64
44     318      42
45     375      44
45     189      28
45     244      34
46     120      23
46     341      68
46     287      15
46     388      73
47     196      81
47      81      88
47      93      47
47     343      43
48      54      76
48      70      51
48     237      24
48     379      55
49     316      22
49     173      39
49     110      72
49     164      35
50     111      63
50     121      42
50     325      89
51     206      53
51     184      77
51     159      32
51     136      80
52     300      38
52     376       7
52     212      21
52     343      34
53     310      70
53      87      64
53     386      62
53     377      58
54     278      37
54     258      16
54     325      72
55     101      32
55     397      79
55      60      84
55     138      49
56     292      13
56     308      52
56     339      20
56     377       7
57     293      43
57     290      36
57     182      61
57      73      21
58     180      89
58     279      32
58     125      41
58     287      63
59     319      46
59     287      34
59     262      45
59      73      37
60      94      81
60      71      36
60     138      38
61     240      33
61     114      38
61     266      20
61     313      27
62     355      42
62     160      33
62     385      17
63     141      50
63     252      17
63     397      38
63     142      42
64      68      54
64     284      23
64     313      23
64     375       7
65     251      74
65     314      85
65     253      15
65     161      39
66     129      35
66     186      10
66     232      86
67     364      15
67     225      21
68     378      55
68     295      23
68     381      55
69     124      82
69     227      57
69     217      51
70     220      30
70     174      24
71     158      18
71     323      51
71     155      37
72     249      20
72     398      18
72     179      33
72     376      30
73     341      72
74     354      83
74     145      79
75     392      52
75     331      33
75     138      47
75     287      54
76     123      48
76     128      41
76     362      20
77     372      54
77     317      23
77     295      39
