50
99
1      32      79
1      43      64
1      25      62
1      48      24
2       6      51
2      22      62
2      50      36
2      39      70
3      48      14
3      21      40
3      50       7
3      14      52
4      20      20
4      31      24
4       9      68
4      24      15
5      16      28
5      24      33
5      42      45
5       7      43
6      28      75
6       8      62
6      50      51
7      42      77
7      18      48
7      50      53
8      45      62
8      37      33
8      43      77
9      33      77
9      45       2
9      47      18
10      42      89
10      28      49
10      11      82
10      45      66
11      32      30
11      49      45
11      40      17
12      39      89
12      25      34
12      47      18
12      22      64
13      35      40
13      28      35
13      33      60
13      26      82
14      28      77
14      38      69
14      35      34
15      19      50
15      39      87
15      18      34
15      48      49
16      30      21
16      26      78
16      34      34
17      33      25
17      22      32
17      25      70
17      35      68
18      30      38
18      29      39
19      37      43
19      23      77
19      49      80
20      43      12
20      49      73
20      45      86
21      30      36
21      48      47
21      34      20
22      31      19
23      37      37
23      46      37
23      47      16
24      34      62
24      38      68
25      43      65
26      49      84
26      39      15
27      44      64
27      42      63
27      29      42
27      32      40
29      35      55
29      46      24
30      37      19
31      34      58
31      46      64
32      40      20
33      38      69
36      44      18
36      40      72
36      38      56
36      41      40
40      46      82
41      44      48
41      47      37
