25
48
1      24      77
1      20      94
1      21      57
1      17      68
2      12      80
2      25      27
2      18      77
2       9      44
3       5      17
3      13      18
3      15      60
3      21      50
4      14      59
4      12      70
4       6      38
4      25      19
5      25      72
5      18       7
5      12      30
6      13      12
6      12      42
6      16      58
7      25      18
7      16      57
7       9      28
7      14      59
8      13      71
8      17      61
8      15      35
8      14      80
9      24      31
9      19      72
10      21      54
10      22      78
10      20      80
10      16      54
11      15      34
11      13      22
11      21      10
11      20      60
14      16      46
15      17      50
17      19      67
18      23      82
18      24      69
19      20      93
19      24      93
22      23      66
