50
99
1      27      44
1       9      41
1      39      23
1      15      50
2       3      34
2       7      74
2      42      39
2      18      65
3      38      32
3      42      53
3      12      37
4      14      76
4      35      16
4      50      54
4      48      56
5      47      48
5      44      25
5      34      55
5      50      22
6      28      66
6       7      92
6      42      21
6      50      44
7      36      60
7      50      54
8      28      69
8      40      42
8      13      41
8      11       8
9      34      53
9      39      59
9      47      53
10      26      86
10      11      73
10      20      98
10      41      43
11      30      63
11      48      36
12      42      26
12      38      55
12      29      59
13      47      27
13      34      27
13      43      37
14      34      27
14      22      82
14      33      29
15      48      76
15      37      66
15      30      14
16      35      83
16      18      72
16      46      44
16      26      63
17      44      76
17      37      39
17      20      80
17      36      88
18      19      88
18      22      75
19      23      19
19      27      65
19      38      80
20      32      41
20      49      69
21      43      55
21      30      81
21      27      17
21      29      88
22      24      17
22      23      69
23      37      34
23      44      79
24      47      64
24      45      57
24      40      58
25      37      31
25      36      81
25      43      59
25      28      78
26      28      48
26      40       9
27      40      53
29      44      32
29      43      43
30      46      51
31      39      81
31      33      71
31      49      90
31      45      45
32      48      31
32      35      58
32      36      67
33      38      40
33      45      26
35      49      12
39      49      74
41      46      42
41      45      62
